STN,YYYYMMDD,DDVEC,FHVEC,FG,FHX,FHXH,FHN,FHNH,FXX,FXXH,TG,TN,TNH,TX,TXH,T10N,T10NH,SQ,SP,Q,DR,RH,RHX,RHXH,PG,PX,PXH,PN,PNH,VVN,VVNH,VVX,VVXH,NG,UG,UX,UXH,UN,UNH,EV24,TG_C,HDD,CDD,Date
278,20220430,320,12,15,30,10,0,1,60,10,78,4,4,114,16,-27,6,21,14,888,0,0,0,1,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,77,98,2,60,17,12,7.8,10.2,0.0,2022-04-30
278,20220501,52,9,13,20,8,0,20,50,10,95,41,24,150,13,-9,24,51,34,1712,0,0,0,1,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,71,94,24,45,12,25,9.5,8.5,0.0,2022-05-01
278,20220502,8,10,15,30,15,0,2,80,18,106,14,5,183,15,-28,6,137,91,2554,0,0,0,1,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,64,99,5,36,15,38,10.6,7.4,0.0,2022-05-02
278,20220503,7,19,19,40,12,0,1,70,12,91,11,4,140,12,-18,6,53,35,1388,0,0,0,1,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,76,96,4,58,17,20,9.1,8.9,0.0,2022-05-03
278,20220504,341,13,15,30,13,0,4,60,13,99,57,23,154,15,29,24,100,66,2374,0,0,0,1,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,65,90,23,46,15,35,9.9,8.1,0.0,2022-05-04
278,20220505,328,7,10,20,11,0,1,60,12,120,31,5,205,15,-3,6,92,61,2200,0,0,0,1,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,69,98,3,37,13,34,12.0,6.0,0.0,2022-05-05
278,20220506,296,14,15,30,12,0,3,70,13,130,43,3,207,16,7,6,76,50,2077,0,0,0,1,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,79,99,1,50,15,33,13.0,5.0,0.0,2022-05-06
278,20220507,356,18,23,50,17,0,1,80,15,141,85,2,204,15,55,6,79,52,1971,0,0,0,1,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,76,98,1,58,13,32,14.1,3.9000000000000004,0.0,2022-05-07
278,20220508,40,21,22,30,8,10,2,70,8,110,36,5,176,16,3,6,140,91,2673,0,0,0,1,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,65,96,4,36,14,40,11.0,7.0,0.0,2022-05-08
278,20220509,178,5,15,30,14,0,4,60,12,138,19,5,228,16,-23,6,134,87,2639,0,0,0,1,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,64,98,4,34,13,42,13.8,4.199999999999999,0.0,2022-05-09
278,20220510,236,26,32,80,13,0,2,140,13,170,94,2,241,13,64,6,5,3,1201,0,0,0,1,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,60,85,2,41,12,21,17.0,1.0,0.0,2022-05-10
278,20220511,246,46,49,70,11,10,3,120,11,167,114,24,222,15,105,24,79,51,2248,8,3,2,22,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,61,90,22,36,13,38,16.7,1.3000000000000007,0.0,2022-05-11
278,20220512,255,31,33,50,10,10,21,100,9,139,80,23,200,14,28,24,114,73,2264,0,0,0,1,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,64,93,4,36,15,36,13.9,4.1,0.0,2022-05-12
278,20220513,251,40,43,60,10,20,20,120,14,137,88,3,186,12,65,24,58,37,1605,0,0,0,1,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,66,80,4,50,14,26,13.7,4.300000000000001,0.0,2022-05-13
278,20220514,302,13,20,30,1,10,3,70,10,146,77,4,216,14,21,24,139,89,2636,0,0,0,1,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,66,94,24,39,15,43,14.6,3.4000000000000004,0.0,2022-05-14
278,20220515,80,27,28,40,8,0,1,90,13,164,60,4,239,16,14,6,143,91,2722,0,0,0,1,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,61,97,3,36,14,46,16.4,1.6000000000000014,0.0,2022-05-15
278,20220516,220,10,30,60,15,20,8,130,14,179,108,2,258,13,84,6,45,28,1462,7,8,8,16,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,68,86,16,47,13,26,17.9,0.10000000000000142,0.0,2022-05-16
278,20220517,118,13,20,40,17,0,3,60,15,171,108,4,222,16,78,6,51,32,1363,3,1,1,11,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,79,96,3,66,15,24,17.1,0.8999999999999986,0.0,2022-05-17
278,20220518,274,8,20,40,9,10,1,70,8,201,123,3,277,12,75,6,123,77,2315,0,0,0,1,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,71,96,4,49,12,42,20.1,0.0,2.1000000000000014,2022-05-18
278,20220519,243,10,25,50,18,10,8,130,14,182,104,24,264,12,62,24,48,30,1418,18,124,83,14,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,81,98,24,47,12,25,18.2,0.0,0.1999999999999993,2022-05-19
278,20220520,269,6,28,50,20,0,2,100,20,133,86,3,194,12,49,6,42,26,1418,40,102,44,15,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,87,99,3,58,13,23,13.3,4.699999999999999,0.0,2022-05-20
278,20220521,264,35,38,60,8,0,21,120,12,135,71,24,181,13,29,24,77,48,1913,0,0,0,1,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,78,99,24,60,14,31,13.5,4.5,0.0,2022-05-21
278,20220522,102,14,18,40,16,0,1,70,16,148,56,4,205,15,19,6,134,83,2734,0,0,0,1,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,70,99,3,50,14,45,14.8,3.1999999999999993,0.0,2022-05-22
278,20220523,157,7,27,50,23,10,4,100,19,172,113,4,240,11,100,6,27,17,1404,26,127,100,19,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,75,95,18,50,11,24,17.2,0.8000000000000007,0.0,2022-05-23
278,20220524,236,33,36,60,9,10,21,130,11,130,84,23,165,15,54,24,54,33,1493,13,22,9,12,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,82,95,22,62,15,24,13.0,5.0,0.0,2022-05-24
278,20220525,227,46,47,70,13,20,1,130,14,136,86,3,184,13,67,6,72,44,1854,5,3,3,23,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,76,95,3,50,14,30,13.6,4.4,0.0,2022-05-25
278,20220526,247,52,53,70,13,30,5,130,14,162,135,1,197,13,130,6,46,28,1787,20,37,27,24,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,73,96,24,53,13,30,16.2,1.8000000000000007,0.0,2022-05-26
278,20220527,277,46,48,70,8,30,3,130,11,132,91,23,164,12,77,24,79,48,2176,4,1,1,1,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,70,93,1,50,11,35,13.2,4.800000000000001,0.0,2022-05-27
278,20220528,305,31,33,50,12,10,20,110,13,114,55,23,160,15,14,24,107,65,2316,6,28,28,2,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,70,95,23,47,14,35,11.4,6.6,0.0,2022-05-28
278,20220529,316,21,25,40,10,10,21,90,11,102,45,24,135,11,6,24,6,4,1289,3,3,3,1,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,77,95,2,62,9,19,10.2,7.800000000000001,0.0,2022-05-29
278,20220530,278,11,18,30,8,10,1,80,12,107,45,5,149,14,18,6,81,49,2069,0,0,0,1,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,73,97,1,54,13,31,10.7,7.300000000000001,0.0,2022-05-30
278,20220531,155,10,19,50,17,0,20,110,17,125,62,1,185,15,19,6,64,39,2040,7,3,3,18,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,72,97,24,35,15,32,12.5,5.5,0.0,2022-05-31
278,20220601,269,22,25,50,10,10,1,120,10,119,78,24,172,14,43,24,80,48,2042,11,40,21,11,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,81,98,22,60,13,31,11.9,6.1,0.0,2022-06-01
278,20220602,3,7,15,20,9,0,1,70,11,133,47,4,196,16,13,6,139,84,2739,0,0,0,1,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,69,99,1,43,14,44,13.3,4.699999999999999,0.0,2022-06-02
278,20220603,60,34,37,50,11,20,1,100,19,164,84,3,227,16,63,6,145,88,2911,0,0,0,1,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,61,84,3,38,14,50,16.4,1.6000000000000014,0.0,2022-06-03
278,20220604,48,37,37,50,10,30,1,90,10,162,101,4,224,15,91,6,130,78,2663,0,0,0,1,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,69,89,3,47,16,45,16.2,1.8000000000000007,0.0,2022-06-04
278,20220605,73,22,37,60,11,20,19,110,23,168,113,2,234,13,107,6,16,10,1072,72,211,58,22,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,82,97,16,56,10,18,16.8,1.1999999999999993,0.0,2022-06-05
278,20220606,231,54,55,80,2,30,20,140,9,141,119,22,186,12,115,24,44,26,1464,47,96,31,16,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,85,93,1,57,11,24,14.1,3.9000000000000004,0.0,2022-06-06
278,20220607,246,36,40,70,7,0,21,120,7,145,97,22,192,15,66,24,60,36,1745,0,-1,-1,1,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,79,99,22,60,16,28,14.5,3.5,0.0,2022-06-07
278,20220608,207,25,28,50,12,10,1,90,12,158,111,1,205,11,110,6,26,16,1293,54,107,28,18,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,87,97,22,66,11,22,15.8,2.1999999999999993,0.0,2022-06-08
278,20220609,272,30,34,60,11,0,21,110,11,159,99,23,209,15,58,24,149,89,2886,0,0,0,1,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,74,97,1,50,17,49,15.9,2.0999999999999996,0.0,2022-06-09
278,20220610,209,22,23,50,12,10,2,90,11,171,98,4,229,15,61,6,27,16,1423,0,0,0,1,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,78,95,24,60,15,25,17.1,0.8999999999999986,0.0,2022-06-10
278,20220611,252,26,28,50,6,0,20,80,6,174,99,23,234,15,50,24,128,76,2437,0,0,0,1,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,70,95,22,47,16,42,17.4,0.6000000000000014,0.0,2022-06-11
278,20220612,272,24,28,60,12,0,22,110,12,161,93,2,225,14,47,6,139,83,2780,0,0,0,1,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,69,97,23,37,14,47,16.1,1.8999999999999986,0.0,2022-06-12
278,20220613,281,28,30,60,11,0,22,110,1,143,76,24,195,13,47,24,118,70,2673,9,17,15,1,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,73,97,24,48,14,43,14.3,3.6999999999999993,0.0,2022-06-13
278,20220614,67,4,11,20,10,0,3,50,15,139,62,4,208,18,31,6,93,55,2332,0,0,0,1,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,71,97,1,46,17,38,13.9,4.1,0.0,2022-06-14
278,20220615,45,20,20,30,8,0,2,80,9,169,74,4,235,15,33,6,146,87,2984,0,0,0,1,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,63,98,2,40,15,51,16.9,1.1000000000000014,0.0,2022-06-15
278,20220616,360,11,13,30,14,0,3,70,13,168,74,4,244,14,35,6,122,72,2759,0,0,0,1,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,68,97,4,44,11,47,16.8,1.1999999999999993,0.0,2022-06-16
278,20220617,191,18,20,40,11,0,1,80,10,210,106,1,287,17,76,6,90,53,2458,0,0,0,1,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,61,98,1,35,15,46,21.0,0.0,3.0,2022-06-17
278,20220618,352,16,27,40,17,10,5,90,18,211,140,24,268,15,133,24,132,78,2565,0,0,0,1,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,67,80,4,56,11,48,21.1,0.0,3.1000000000000014,2022-06-18
278,20220619,3,23,26,50,4,10,19,100,5,142,107,24,174,15,99,24,16,9,1012,36,31,10,9,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,77,97,24,62,5,16,14.2,3.8000000000000007,0.0,2022-06-19
278,20220620,323,26,25,50,14,0,4,110,14,147,77,24,197,13,28,24,136,81,2579,0,0,0,1,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,72,98,4,48,14,42,14.7,3.3000000000000007,0.0,2022-06-20
278,20220621,18,7,13,20,7,0,1,60,14,158,54,4,226,16,17,6,103,61,2619,0,0,0,1,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,68,98,1,41,14,44,15.8,2.1999999999999993,0.0,2022-06-21
278,20220622,38,17,19,30,11,0,2,70,20,181,76,4,253,15,39,6,155,92,3065,0,0,0,1,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,63,98,2,28,14,54,18.1,0.0,0.10000000000000142,2022-06-22
278,20220623,119,13,22,40,13,0,20,90,14,225,110,3,314,16,75,6,140,83,2839,0,0,0,1,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,64,96,3,34,15,54,22.5,0.0,4.5,2022-06-23
278,20220624,244,19,23,40,4,10,1,80,3,199,153,24,246,15,112,24,53,31,1455,16,28,24,8,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,83,97,23,59,16,26,19.9,0.0,1.8999999999999986,2022-06-24
278,20220625,203,16,24,40,8,0,23,80,8,201,153,1,249,15,113,6,95,56,2166,0,0,0,1,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,76,97,23,53,14,40,20.1,0.0,2.1000000000000014,2022-06-25
278,20220626,211,14,18,40,8,0,21,70,1,178,151,24,207,11,137,6,24,14,1310,0,-1,-1,1,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,80,96,4,63,11,23,17.8,0.1999999999999993,0.0,2022-06-26
278,20220627,212,4,11,20,16,0,3,70,16,162,123,23,207,13,86,24,14,8,897,11,87,56,16,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,86,97,21,66,12,15,16.2,1.8000000000000007,0.0,2022-06-27
278,20220628,196,11,20,30,10,10,4,120,14,175,104,4,239,18,79,6,140,83,2832,0,0,0,1,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,70,98,4,40,16,49,17.5,0.5,0.0,2022-06-28
278,20220629,109,18,20,30,7,0,22,60,12,205,126,4,271,15,108,24,135,80,2782,0,0,0,1,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,65,95,24,40,14,51,20.5,0.0,2.5,2022-06-29
278,20220630,297,19,30,70,19,10,1,150,19,198,139,23,269,11,101,6,120,71,2524,26,105,42,19,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,74,97,23,55,11,46,19.8,0.0,1.8000000000000007,2022-06-30
278,20220701,226,33,34,60,15,10,21,100,14,163,111,24,215,15,85,24,83,49,2151,0,0,0,1,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,74,96,4,45,14,37,16.3,1.6999999999999993,0.0,2022-07-01
278,20220702,205,16,20,40,8,0,20,90,10,179,108,3,242,17,65,6,110,66,2490,0,0,0,1,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,67,95,2,41,16,44,17.9,0.10000000000000142,0.0,2022-07-02
278,20220703,273,21,23,50,14,0,1,130,14,172,108,24,234,11,69,24,112,67,2504,0,-1,-1,1,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,76,97,3,51,10,43,17.2,0.8000000000000007,0.0,2022-07-03
278,20220704,262,22,27,50,12,0,24,110,13,164,95,4,227,13,52,24,126,75,2527,0,0,0,1,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,74,98,1,47,15,43,16.4,1.6000000000000014,0.0,2022-07-04
278,20220705,287,21,24,50,13,0,1,100,14,154,81,3,215,11,38,6,63,38,2017,0,0,0,1,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,72,98,3,49,14,34,15.4,2.5999999999999996,0.0,2022-07-05
278,20220706,253,26,28,40,10,10,1,100,17,163,93,1,210,14,50,6,42,25,1793,0,-1,-1,1,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,72,95,1,45,14,30,16.3,1.6999999999999993,0.0,2022-07-06
278,20220707,314,34,38,50,8,20,21,120,12,161,143,24,187,11,139,24,26,16,1442,29,31,18,5,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,77,96,3,62,14,24,16.1,1.8999999999999986,0.0,2022-07-07
278,20220708,281,22,23,40,14,0,22,90,15,171,95,4,235,16,74,6,31,19,1729,0,0,0,1,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,78,99,24,60,13,30,17.1,0.8999999999999986,0.0,2022-07-08
278,20220709,313,24,29,50,14,10,1,100,14,168,112,2,223,13,76,6,52,31,1976,0,0,0,1,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,76,99,1,57,15,34,16.8,1.1999999999999993,0.0,2022-07-09
278,20220710,301,24,25,40,12,10,1,80,8,161,104,3,200,15,91,6,20,12,1041,6,6,5,8,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,79,92,9,62,14,18,16.1,1.8999999999999986,0.0,2022-07-10
278,20220711,321,14,15,20,1,0,21,50,1,173,115,24,216,17,80,24,29,18,1281,0,0,0,1,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,83,99,23,68,18,22,17.3,0.6999999999999993,0.0,2022-07-11
278,20220712,209,7,14,30,13,0,2,60,13,202,92,5,273,14,70,6,77,47,2310,0,0,0,1,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,73,99,2,48,13,42,20.2,0.0,2.1999999999999993,2022-07-12
278,20220713,286,21,29,60,12,10,6,110,12,216,120,24,278,11,83,24,102,62,2598,0,0,0,1,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,65,95,24,45,13,49,21.6,0.0,3.6000000000000014,2022-07-13
278,20220714,325,16,18,40,15,0,2,90,15,159,85,4,217,14,32,6,101,61,2115,0,0,0,1,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,72,99,4,50,13,36,15.9,2.0999999999999996,0.0,2022-07-14
278,20220715,273,21,23,40,11,10,1,80,10,166,85,1,216,13,35,6,85,52,2206,0,0,0,1,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,67,98,4,48,12,38,16.6,1.3999999999999986,0.0,2022-07-15
278,20220716,323,22,25,40,7,0,22,90,7,162,83,24,208,16,27,24,114,70,2323,4,5,5,3,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,68,97,24,47,11,39,16.2,1.8000000000000007,0.0,2022-07-16
278,20220717,94,3,7,20,15,0,1,40,11,163,61,4,255,17,18,6,128,78,2670,0,0,0,1,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,70,99,5,40,14,45,16.3,1.6999999999999993,0.0,2022-07-17
278,20220718,218,2,11,20,7,0,1,60,11,217,101,3,324,17,57,6,117,72,2557,0,0,0,1,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,61,96,4,25,16,48,21.7,0.0,3.6999999999999993,2022-07-18
278,20220719,126,12,16,30,12,0,2,70,12,261,132,4,368,15,96,6,150,92,2652,0,0,0,1,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,55,97,4,20,12,53,26.1,0.0,8.100000000000001,2022-07-19
278,20220720,267,14,27,60,10,10,2,100,10,238,147,4,306,13,115,6,115,71,2442,7,6,6,24,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,62,91,24,39,13,47,23.8,0.0,5.800000000000001,2022-07-20
278,20220721,245,16,23,30,7,10,2,80,12,182,152,23,225,10,150,24,13,8,756,59,137,37,12,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,92,98,2,77,9,13,18.2,0.0,0.1999999999999993,2022-07-21
278,20220722,340,10,12,20,9,0,24,70,14,164,129,24,197,14,103,24,11,7,1118,0,-1,-1,1,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,78,95,24,62,13,19,16.4,1.6000000000000014,0.0,2022-07-22
278,20220723,356,6,12,20,8,0,1,70,12,171,98,4,232,17,70,6,114,71,2265,0,0,0,1,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,78,99,1,54,17,39,17.1,0.8999999999999986,0.0,2022-07-23
278,20220724,208,21,26,40,8,10,3,90,10,222,145,1,291,17,106,6,136,85,2670,0,0,0,1,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,66,88,21,43,17,50,22.2,0.0,4.199999999999999,2022-07-24
278,20220725,242,32,38,60,15,20,1,140,15,214,173,24,250,12,153,6,54,34,1509,0,0,0,1,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,68,83,24,55,15,28,21.4,0.0,3.3999999999999986,2022-07-25
278,20220726,312,19,25,40,1,10,6,70,8,165,106,23,204,11,75,24,26,16,1339,0,0,0,1,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,77,95,23,54,16,23,16.5,1.5,0.0,2022-07-26
278,20220727,357,12,18,30,11,10,1,70,8,149,88,23,205,13,52,24,81,51,1870,0,0,0,1,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,72,98,4,46,15,31,14.9,3.0999999999999996,0.0,2022-07-27
278,20220728,62,25,27,50,10,0,1,90,14,159,72,4,216,16,40,6,96,61,2439,0,0,0,1,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,65,98,3,44,16,41,15.9,2.0999999999999996,0.0,2022-07-28
278,20220729,41,11,16,30,1,10,5,50,1,176,120,24,249,18,97,24,62,39,1705,0,0,0,1,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,71,99,24,43,17,30,17.6,0.3999999999999986,0.0,2022-07-29
278,20220730,294,14,20,30,8,10,1,80,12,189,129,1,237,13,99,6,96,61,2271,0,0,0,1,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,74,99,1,47,13,41,18.9,0.0,0.8999999999999986,2022-07-30
278,20220731,240,22,26,40,9,10,1,80,15,186,152,3,212,9,131,6,4,3,638,23,37,12,18,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,88,95,16,74,9,11,18.6,0.0,0.6000000000000014,2022-07-31
278,20220801,340,15,17,30,8,0,20,60,7,174,96,24,219,16,62,24,70,45,1921,24,24,12,1,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,78,99,2,46,15,33,17.4,0.6000000000000014,0.0,2022-08-01
278,20220802,215,21,26,50,11,10,1,100,11,199,87,3,275,16,59,6,113,73,2276,0,0,0,1,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,71,99,1,44,15,41,19.9,0.0,1.8999999999999986,2022-08-02
278,20220803,232,18,24,40,10,10,1,90,13,230,165,24,301,15,137,6,122,79,2463,0,0,0,1,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,71,96,23,41,14,47,23.0,0.0,5.0,2022-08-03
278,20220804,316,14,19,40,11,0,4,80,15,214,152,4,274,10,129,6,69,45,1681,6,3,2,23,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,75,98,5,53,16,31,21.4,0.0,3.3999999999999986,2022-08-04
278,20220805,315,21,23,40,11,10,1,90,11,170,82,24,227,11,38,24,73,47,1931,0,0,0,1,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,72,96,24,42,11,33,17.0,1.0,0.0,2022-08-05
278,20220806,335,13,15,30,11,0,2,60,13,151,66,4,223,16,26,6,112,73,2058,0,0,0,1,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,71,98,5,42,16,34,15.1,2.9000000000000004,0.0,2022-08-06
278,20220807,335,10,12,30,14,0,1,60,11,162,74,4,233,14,36,6,136,89,2474,0,0,0,1,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,69,97,2,40,16,42,16.2,1.8000000000000007,0.0,2022-08-07
278,20220808,18,14,15,30,11,0,1,70,14,170,84,4,233,13,57,6,75,49,1735,0,0,0,1,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,74,99,2,52,12,30,17.0,1.0,0.0,2022-08-08
278,20220809,39,23,23,40,16,10,1,80,11,184,98,4,255,15,59,6,138,91,2503,0,0,0,1,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,68,98,2,46,11,44,18.4,0.0,0.3999999999999986,2022-08-09
278,20220810,67,19,20,30,10,10,1,70,11,202,117,5,284,15,83,6,133,88,2467,0,0,0,1,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,67,98,5,34,15,45,20.2,0.0,2.1999999999999993,2022-08-10
278,20220811,71,19,20,40,10,10,1,70,10,221,130,5,305,14,92,6,138,92,2460,0,0,0,1,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,59,96,2,28,16,46,22.1,0.0,4.100000000000001,2022-08-11
278,20220812,85,18,19,40,12,10,1,80,11,223,137,4,307,14,96,6,138,92,2399,0,0,0,1,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,59,93,3,26,16,45,22.3,0.0,4.300000000000001,2022-08-12
278,20220813,89,19,20,40,13,0,20,90,13,222,119,5,308,14,87,6,138,93,2403,0,0,0,1,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,58,91,4,26,13,45,22.2,0.0,4.199999999999999,2022-08-13
278,20220814,89,17,18,30,6,0,19,70,10,230,153,4,310,15,115,6,117,79,2119,0,0,0,1,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,69,92,23,39,14,41,23.0,0.0,5.0,2022-08-14
278,20220815,225,9,15,40,16,0,1,70,14,220,160,4,283,14,139,6,35,24,1352,3,1,1,21,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,74,96,22,48,13,25,22.0,0.0,4.0,2022-08-15
278,20220816,248,11,19,40,9,0,21,80,9,223,147,4,293,13,124,6,95,65,1946,0,0,0,1,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,71,97,4,35,12,37,22.3,0.0,4.300000000000001,2022-08-16
278,20220817,12,16,17,30,8,10,1,70,9,198,166,1,243,13,144,6,12,8,853,23,35,15,15,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,88,96,24,65,12,15,19.8,0.0,1.8000000000000007,2022-08-17
278,20220818,347,11,14,20,6,0,20,50,9,200,148,24,247,16,113,24,61,42,1394,0,0,0,1,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,84,98,2,63,17,25,20.0,0.0,2.0,2022-08-18
278,20220819,260,13,17,30,10,0,3,70,15,197,120,5,264,14,98,6,80,55,1870,17,102,88,21,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,83,99,2,49,12,34,19.7,0.0,1.6999999999999993,2022-08-19
278,20220820,313,10,13,30,13,0,3,70,13,188,115,24,242,15,88,24,90,62,1898,0,0,0,1,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,76,98,2,43,14,34,18.8,0.0,0.8000000000000007,2022-08-20
278,20220821,256,11,17,30,9,0,22,60,9,177,111,4,246,13,81,6,75,52,1642,0,0,0,1,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,77,98,1,52,13,29,17.7,0.3000000000000007,0.0,2022-08-21
278,20220822,54,12,14,30,10,0,1,50,9,188,130,4,255,15,107,24,71,50,1810,0,0,0,1,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,78,98,1,49,17,32,18.8,0.0,0.8000000000000007,2022-08-22
278,20220823,226,4,12,30,16,0,2,60,16,212,128,3,298,13,102,6,67,47,1714,0,0,0,1,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,72,99,1,38,11,32,21.2,0.0,3.1999999999999993,2022-08-23
278,20220824,322,3,9,20,13,0,2,40,11,226,140,5,314,15,119,6,117,82,1987,0,0,0,1,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,73,99,4,42,16,38,22.6,0.0,4.600000000000001,2022-08-24
